Transaction Date,Transaction Type,Transaction Number,Transaction State,Details,Seller SKU,Jumia SKU,Amount,Statement Start Date,Statement End Date,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Tracking Number,Comment,Local Exchange rate,Country Code,Statement Number
2025-07-29 09:07:38,Commission,T2507290907385-F4HBO,APPROVED,Water Pipes Plumbing Repair,YC-ZPM-shuiguangongsiqi,GE840IP56W82ONAFAMZ-462048963,-459.93,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,341157467,29326663,DELIVERED,,JE-NPT-341157467-7427,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:12:27,Outbound Fee,T2507290912278-FXLKD,APPROVED,Rearview Mirror Auxiliary Mirror,KE-RMAM-00001,GE840VP5T4OZSNAFAMZ-444598826,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,329235127,29190009,DELIVERED,,JE-MMV-329235127-5848,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:13:44,Item Price Credit,T2507290913448-Z0PME,APPROVED,Shoulder Crossbody Bag,Ke-SCB-00010,GE840FC52WY7UNAFAMZ-442209896,2000.62,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,365175467,29334200,DELIVERED,,JE-NPT-365175467-4662,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:13:36,Outbound Fee,T2507290913362-YIX1K,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,376775467,29333937,DELIVERED,KE-Adams-Fleet,JE-NAI-376775467-1472,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:15:47,Outbound Fee,T2507290915473-2HBYS,APPROVED,Headlamp COB LED Head Lamp Flashlight USB Rechargeable Head Torch 5 Lighting Modes Head Light With Built-in Battery,KE-Headlamp-1,GE840LB5XVG32NAFAMZ-447547266,-26.80,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,354234467,29286913,DELIVERED,,JE-FIP-354234467-8487,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:32:31,Commission,T2507291032313-ELGVX,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-399.59,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,337685467,29332772,DELIVERED,,JE-NIF-337685467-1261,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:37:29,Commission,T2507290937292-CDTOM,APPROVED,Guitar Chord Assisted Learning Tools,KE-Guitar Learning Chord-000022,GE840MI6774YCNAFAMZ-446407030,-240.13,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,344376467,29301445,DELIVERED,,JE-FDQ-344376467-4189,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:37:29,Outbound Fee,T2507290937295-3WY6C,APPROVED,Guitar Chord Assisted Learning Tools,KE-Guitar Learning Chord-000022,GE840MI6774YCNAFAMZ-446407030,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,344376467,29301445,DELIVERED,,JE-FDQ-344376467-4189,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:37:29,Item Price Credit,T2507290937293-9GYFP,APPROVED,Guitar Chord Assisted Learning Tools,KE-Guitar Learning Chord-000022,GE840MI6774YCNAFAMZ-446407030,1200.64,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,344376467,29301445,DELIVERED,,JE-FDQ-344376467-4189,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:44:52,Outbound Fee,T2507290944529-FXQDA,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,379623327,29272580,DELIVERED,,JE-CYS-379623327-7491,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:44:52,Item Price Credit,T2507290944528-EN5LK,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,2000.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,379623327,29272580,DELIVERED,,JE-CYS-379623327-7491,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:45:28,Item Price Credit,T2507290945285-UYKX4,APPROVED,Cartoon Apron Oil-proof Waterproof Sleeveless 2PCS,KE-CA-000021,GE840MW64K36GNAFAMZ-444530266,1200.64,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,389425467,29329739,DELIVERED,KE-Adams-Fleet,JE-NAI-389425467-9036,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:44:52,Commission,T2507290944528-4VCLJ,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-400.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,379623327,29272580,DELIVERED,,JE-CYS-379623327-7491,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:45:28,Commission,T2507290945284-PWJMP,APPROVED,Cartoon Apron Oil-proof Waterproof Sleeveless 2PCS,KE-CA-000021,GE840MW64K36GNAFAMZ-444530266,-204.11,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,389425467,29329739,DELIVERED,KE-Adams-Fleet,JE-NAI-389425467-9036,  ,134.00,KE,PS250728KE141JJ
2025-07-29 09:45:28,Outbound Fee,T2507290945286-PUWPB,APPROVED,Cartoon Apron Oil-proof Waterproof Sleeveless 2PCS,KE-CA-000021,GE840MW64K36GNAFAMZ-444530266,-26.80,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,389425467,29329739,DELIVERED,KE-Adams-Fleet,JE-NAI-389425467-9036,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:01:16,Item Price Credit,T2507291101163-7JO6B,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,1997.94,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,323356467,29302417,DELIVERED,,JE-CZS-323356467-7814,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:01:16,Outbound Fee,T2507291101164-67MAE,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,323356467,29302417,DELIVERED,,JE-CZS-323356467-7814,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:01:40,Item Price Credit,T2507291101406-4RZV6,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,1997.94,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,314925467,29330012,DELIVERED,KE-Adams-Fleet,JE-NAI-314925467-0514,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:56:36,Item Price Credit,T2507291056368-M3AIG,APPROVED,Elegant Double-Layer Heart Pendant Pearl Necklace,YC-ZYH-aixindiaozhui,FA113TG6IWBYQNAFAMZ-463735361,2500.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,382395467,29332468,DELIVERED,,JE-NCU-382395467-0515,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:56:36,Commission,T2507291056368-7VLMF,APPROVED,Elegant Double-Layer Heart Pendant Pearl Necklace,YC-ZYH-aixindiaozhui,FA113TG6IWBYQNAFAMZ-463735361,-375.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,382395467,29332468,DELIVERED,,JE-NCU-382395467-0515,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:11:14,Commission,T2507291111148-XONE8,APPROVED,Elegant Double-Layer Heart Pendant Pearl Necklace,YC-ZYH-aixindiaozhui,FA113TG6IWBYQNAFAMZ-463735361,-375.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,363678327,29243313,DELIVERED,,JE-KBP-363678327-7429,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:26:59,Outbound Fee,T2507291026591-LPJPZ,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,349155467,29335031,DELIVERED,KE-Adams-Fleet,JG-NAI-349155467-3960,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:26:59,Item Price Credit,T2507291026590-GMOT8,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,1997.94,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,349155467,29335031,DELIVERED,KE-Adams-Fleet,JG-NAI-349155467-3960,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:34:33,Item Price Credit,T2507291034333-8EQNS,APPROVED,Arabic Metal Art Wall Sticker,KE-MSLQS-00001,GE840FD6M388INAFAMZ-441898746,1799.62,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,375255467,29334579,DELIVERED,,JG-NPT-375255467-5085,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:34:33,Commission,T2507291034333-0ZVPF,APPROVED,Arabic Metal Art Wall Sticker,KE-MSLQS-00001,GE840FD6M388INAFAMZ-441898746,-305.94,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,375255467,29334579,DELIVERED,,JG-NPT-375255467-5085,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:34:56,Outbound Fee,T2507291034569-LODOT,APPROVED,Arabic Metal Art Wall Sticker,KE-MSLQS-00001,GE840FD6M388INAFAMZ-441898746,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,312455467,29334358,DELIVERED,KE-Adams-Fleet,JE-NAI-312455467-2130,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:34:56,Commission,T2507291034568-2AAAN,APPROVED,Arabic Metal Art Wall Sticker,KE-MSLQS-00001,GE840FD6M388INAFAMZ-441898746,-305.94,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,312455467,29334358,DELIVERED,KE-Adams-Fleet,JE-NAI-312455467-2130,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:34:56,Item Price Credit,T2507291034569-IS2RE,APPROVED,Arabic Metal Art Wall Sticker,KE-MSLQS-00001,GE840FD6M388INAFAMZ-441898746,1799.62,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,312455467,29334358,DELIVERED,KE-Adams-Fleet,JE-NAI-312455467-2130,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:43:41,Item Price Credit,T2507291143417-XCKGT,APPROVED,Water Pipes Plumbing Repair,YC-ZPM-shuiguangongsiqi,GE840IP56W82ONAFAMZ-462048963,2705.46,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,376557467,29326490,DELIVERED,,JE-NLV-376557467-5262,  ,134.00,KE,PS250728KE141JJ
2025-07-29 10:56:36,Outbound Fee,T2507291056369-S5RQ2,APPROVED,Elegant Double-Layer Heart Pendant Pearl Necklace,YC-ZYH-aixindiaozhui,FA113TG6IWBYQNAFAMZ-463735361,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,382395467,29332468,DELIVERED,,JE-NCU-382395467-0515,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:01:16,Commission,T2507291101163-WXKZ6,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-399.59,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,323356467,29302417,DELIVERED,,JE-CZS-323356467-7814,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:01:40,Outbound Fee,T2507291101407-JSIML,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,314925467,29330012,DELIVERED,KE-Adams-Fleet,JE-NAI-314925467-0514,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:01:40,Commission,T2507291101406-SVHWV,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-399.59,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,314925467,29330012,DELIVERED,KE-Adams-Fleet,JE-NAI-314925467-0514,  ,134.00,KE,PS250728KE141JJ
2025-07-29 12:04:02,Commission,T2507291204026-NQFLU,APPROVED,"Light luxury rhinestone grab clip, high-grade tassel chain, shark clip headdress",YC-xiaoqi-shuizuanzhuajia,FA480FC51FF6UNAFAMZ-461032467,-320.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,329357467,29326739,DELIVERED,,JE-NAY-329357467-6672,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:05:16,Outbound Fee,T2507291105165-L5JTF,APPROVED,Ruby Tulip Convertible Earrings  Dual-Wear Statement Blooms - Curator's Pick ,YC-ZYH-hongseyujinxiangerding,GE549FC52BJIMNAFAMZ-461704177,-26.80,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,336288327,29242300,DELIVERED,,JE-KBP-336288327-9125,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:05:16,Item Price Credit,T2507291105164-6TDBF,APPROVED,Ruby Tulip Convertible Earrings  Dual-Wear Statement Blooms - Curator's Pick ,YC-ZYH-hongseyujinxiangerding,GE549FC52BJIMNAFAMZ-461704177,1499.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,336288327,29242300,DELIVERED,,JE-KBP-336288327-9125,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:05:16,Commission,T2507291105164-MTUFI,APPROVED,Ruby Tulip Convertible Earrings  Dual-Wear Statement Blooms - Curator's Pick ,YC-ZYH-hongseyujinxiangerding,GE549FC52BJIMNAFAMZ-461704177,-299.80,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,336288327,29242300,DELIVERED,,JE-KBP-336288327-9125,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:06:07,Item Price Credit,T2507291106072-HBKSV,APPROVED,"Saker Twister Arm Trainer, 40-100lb Adjustable Chest Workout Equipment, Arm Trainer, Twister Arm Trainer, Portable Power Twister Bar",YC-Wj-woliqi1,GE840SE59I8UMNAFAMZ-459697392,3499.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,329995467,29331957,DELIVERED,,JE-NPT-329995467-7367,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:06:07,Outbound Fee,T2507291106072-H1HH3,APPROVED,"Saker Twister Arm Trainer, 40-100lb Adjustable Chest Workout Equipment, Arm Trainer, Twister Arm Trainer, Portable Power Twister Bar",YC-Wj-woliqi1,GE840SE59I8UMNAFAMZ-459697392,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,329995467,29331957,DELIVERED,,JE-NPT-329995467-7367,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:06:07,Commission,T2507291106071-3IZP6,APPROVED,"Saker Twister Arm Trainer, 40-100lb Adjustable Chest Workout Equipment, Arm Trainer, Twister Arm Trainer, Portable Power Twister Bar",YC-Wj-woliqi1,GE840SE59I8UMNAFAMZ-459697392,-699.80,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,329995467,29331957,DELIVERED,,JE-NPT-329995467-7367,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:11:14,Outbound Fee,T2507291111148-SBR5W,APPROVED,Elegant Double-Layer Heart Pendant Pearl Necklace,YC-ZYH-aixindiaozhui,FA113TG6IWBYQNAFAMZ-463735361,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,363678327,29243313,DELIVERED,,JE-KBP-363678327-7429,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:11:14,Item Price Credit,T2507291111148-5VAF7,APPROVED,Elegant Double-Layer Heart Pendant Pearl Necklace,YC-ZYH-aixindiaozhui,FA113TG6IWBYQNAFAMZ-463735361,2500.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,363678327,29243313,DELIVERED,,JE-KBP-363678327-7429,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:20:22,Item Price Credit,T2507291120225-J0K4Y,APPROVED,Enjoy bug-free relaxation with our Mosquito-Proof Hammock! ,YC-xiaoqi-micaidiaochuang,GE840FD5CNGAZNAFAMZ-458176716,3899.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,379269467,29306029,DELIVERED,,JE-CZS-379269467-2827,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:20:22,Outbound Fee,T2507291120226-X8W3R,APPROVED,Enjoy bug-free relaxation with our Mosquito-Proof Hammock! ,YC-xiaoqi-micaidiaochuang,GE840FD5CNGAZNAFAMZ-458176716,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,379269467,29306029,DELIVERED,,JE-CZS-379269467-2827,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:20:22,Commission,T2507291120225-FNKFV,APPROVED,Enjoy bug-free relaxation with our Mosquito-Proof Hammock! ,YC-xiaoqi-micaidiaochuang,GE840FD5CNGAZNAFAMZ-458176716,-662.83,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,379269467,29306029,DELIVERED,,JE-CZS-379269467-2827,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:31:11,Commission,T2507291131112-VXGJO,APPROVED,Shoulder Crossbody Bag,Ke-SCB-00010,GE840FC52WY7UNAFAMZ-442209896,-400.12,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,347776467,29301199,DELIVERED,,JE-NAU-347776467-5554,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:31:11,Outbound Fee,T2507291131113-NECUA,APPROVED,Shoulder Crossbody Bag,Ke-SCB-00010,GE840FC52WY7UNAFAMZ-442209896,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,347776467,29301199,DELIVERED,,JE-NAU-347776467-5554,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:43:41,Commission,T2507291143417-43XPO,APPROVED,Water Pipes Plumbing Repair,YC-ZPM-shuiguangongsiqi,GE840IP56W82ONAFAMZ-462048963,-459.93,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,376557467,29326490,DELIVERED,,JE-NLV-376557467-5262,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:47:32,Commission,T2507291147320-ZEFFY,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-399.59,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,373217467,29327042,DELIVERED,,JE-NQT-373217467-7108,  ,134.00,KE,PS250728KE141JJ
2025-07-29 11:47:32,Item Price Credit,T2507291147320-LID3H,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,1997.94,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,373217467,29327042,DELIVERED,,JE-NQT-373217467-7108,  ,134.00,KE,PS250728KE141JJ
2025-07-29 12:04:02,Item Price Credit,T2507291204026-6EHOH,APPROVED,"Light luxury rhinestone grab clip, high-grade tassel chain, shark clip headdress",YC-xiaoqi-shuizuanzhuajia,FA480FC51FF6UNAFAMZ-461032467,1600.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,329357467,29326739,DELIVERED,,JE-NAY-329357467-6672,  ,134.00,KE,PS250728KE141JJ
2025-07-29 12:04:02,Outbound Fee,T2507291204027-X6RTA,APPROVED,"Light luxury rhinestone grab clip, high-grade tassel chain, shark clip headdress",YC-xiaoqi-shuizuanzhuajia,FA480FC51FF6UNAFAMZ-461032467,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,329357467,29326739,DELIVERED,,JE-NAY-329357467-6672,  ,134.00,KE,PS250728KE141JJ
2025-07-29 13:23:53,Commission,T2507291323533-EKZRC,APPROVED,Shark Fin Solar Warning Light For Car,KE-WL-00006,GE840IP53J3ZANAFAMZ-441920891,-203.88,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,314985467,29332790,DELIVERED,,JE-NBU-314985467-1538,  ,134.00,KE,PS250728KE141JJ
2025-07-29 13:43:11,Item Price Credit,T2507291343113-MDFYE,APPROVED,Waterproof Women's Crossbody Bag,KE-WCB-00001,GE840FC5ZXWB4NAFAMZ-444815850,2000.62,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,395317467,29327807,DELIVERED,,JE-NPT-395317467-0459,  ,134.00,KE,PS250728KE141JJ
2025-07-29 13:43:11,Outbound Fee,T2507291343114-U1DNX,APPROVED,Waterproof Women's Crossbody Bag,KE-WCB-00001,GE840FC5ZXWB4NAFAMZ-444815850,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,395317467,29327807,DELIVERED,,JE-NPT-395317467-0459,  ,134.00,KE,PS250728KE141JJ
2025-07-29 14:01:11,Outbound Fee,T2507291401119-2IGUZ,APPROVED,High-Precision Medical Pulse Oximeter,KE-MPO-00005,GE840SE5H3SKMNAFAMZ-441919859,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,357854467,29285358,DELIVERED,,JE-KBC-357854467-9363,  ,134.00,KE,PS250728KE141JJ
2025-07-29 14:00:44,Commission,T2507291400443-HHYD8,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-399.59,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,393537467,29328530,DELIVERED,KE-Adams-Fleet,JE-NAI-393537467-6171,  ,134.00,KE,PS250728KE141JJ
2025-07-29 14:00:44,Item Price Credit,T2507291400443-OHD7M,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,1997.94,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,393537467,29328530,DELIVERED,KE-Adams-Fleet,JE-NAI-393537467-6171,  ,134.00,KE,PS250728KE141JJ
2025-07-29 13:19:25,Outbound Fee,T2507291319253-NT9B0,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,384495327,29257416,DELIVERED,,JE-RAC-384495327-7232,  ,134.00,KE,PS250728KE141JJ
2025-07-29 13:19:25,Item Price Credit,T2507291319252-8JR3Y,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,2000.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,384495327,29257416,DELIVERED,,JE-RAC-384495327-7232,  ,134.00,KE,PS250728KE141JJ
